"GEN","Nsamp","rep","theta","nll_cond","theta_hat","hit_upper"
"DMstrong",250,1,0.0228546386413499,475.751050564262,0.0390723099340687,FALSE
"DMstrong",250,1,0.0412462638290135,475.48483947654,0.0390723099340687,FALSE
"DMstrong",250,1,0.0744380301325169,475.99625654368,0.0390723099340687,FALSE
"DMstrong",250,1,0.13433993325989,477.666853404664,0.0390723099340687,FALSE
"DMstrong",250,1,0.242446201708233,480.927945644978,0.0390723099340687,FALSE
"DMstrong",250,1,0.437547937507418,486.026880355634,0.0390723099340687,FALSE
"DMstrong",250,1,0.789652286849972,492.681857415652,0.0390723099340687,FALSE
"DMstrong",250,1,1.425102670303,499.946403682814,0.0390723099340687,FALSE
"DMstrong",250,1,2.57191380905935,506.607571594895,0.0390723099340687,FALSE
"DMstrong",250,1,4.64158883361278,511.839282328603,0.0390723099340687,FALSE
"DMstrong",250,1,8.37677640068292,515.474129959666,0.0390723099340687,FALSE
"DMstrong",250,1,15.1177507061566,517.788618690155,0.0390723099340687,FALSE
"DMstrong",250,1,27.2833337648677,519.180884521416,0.0390723099340687,FALSE
"DMstrong",250,1,49.2388263170673,519.989704083458,0.0390723099340687,FALSE
"DMstrong",250,1,88.862381627434,520.450042327124,0.0390723099340687,FALSE
"DMstrong",250,1,160.371874375133,520.708980252472,0.0390723099340687,FALSE
"DMstrong",250,1,289.426612471675,520.853666981071,0.0390723099340687,FALSE
"DMstrong",250,1,522.334507426684,520.93421320268,0.0390723099340687,FALSE
"DMstrong",250,1,942.668455117885,520.978959839907,0.0390723099340687,FALSE
"DMstrong",250,1,1701.25427985259,521.003789713955,0.0390723099340687,FALSE
"DMstrong",250,1,3070.29062975785,521.017558975145,0.0390723099340687,FALSE
"DMstrong",250,1,5541.0203300095,521.025191916153,0.0390723099340687,FALSE
"DMstrong",250,1,10000,521.029422393069,0.0390723099340687,FALSE
"MN",25,2,1e-06,100.387548243021,10000,TRUE
"MN",25,2,1.80472176682717e-06,98.0259666469203,10000,TRUE
"MN",25,2,3.25702065565979e-06,95.6644205693451,10000,TRUE
"MN",25,2,5.87801607227492e-06,93.302938588002,10000,TRUE
"MN",25,2,1.06081835513945e-05,90.9415722668155,10000,TRUE
"MN",25,2,1.91448197616996e-05,88.580414628883,10000,TRUE
"MN",25,2,3.45510729459222e-05,86.2196334396655,10000,TRUE
"MN",25,2,6.23550734127392e-05,83.8595310939077,10000,TRUE
"MN",25,2,0.000112533558260077,81.500652110526,10000,TRUE
"MN",25,2,0.000203091762090474,79.1439752385493,10000,TRUE
"MN",25,2,0.000366524123707963,76.7912540541452,10000,TRUE
"MN",25,2,0.000661474064123015,74.4456121372228,10000,TRUE
"MN",25,2,0.00119377664171444,72.1125557474804,10000,TRUE
"MN",25,2,0.00215443469003188,69.8016128983188,10000,TRUE
"MN",25,2,0.00388815518030809,67.5287398792972,10000,TRUE
"MN",25,2,0.00701703828670383,65.3191815764699,10000,TRUE
"MN",25,2,0.012663801734674,63.2092064179084,10000,TRUE
"MN",25,2,0.0228546386413499,61.2432567705275,10000,TRUE
"MN",25,2,0.0412462638290135,59.4633890615194,10000,TRUE
